benchmark,trial_index,average_time,normalized_time,seed_time,proposal_kind,return_code,bw_scale,ipc_scale,mpki_scale,llc_mpki_scale,mem_bound_scale,queue_scale,dup_rate_scale,max_dup_scale,dtlb_mpki_scale,bias,score_margin,consecutive_votes_required,consecutive_votes_required_weak
bfs_twitter,32,1.93773,0.9011733628,2.15023,local-mutate,1,3491.238909,1.175442261,2.660181184,1.426309247,39.85715102,75.97943262,0.03805850791,1,0.54154357,-5.215253502e-07,0.1598688708,2,3
bfs_twitter,33,2.08548,0.9698869423,2.15023,local-mutate,1,3864.59977,0.9628343878,2.860718637,1.166873255,39.18312573,80.94030151,0.003928290171,1.046468466,0.3959957883,-6.148504738e-07,0.1792143581,3,4
bfs_twitter,34,2.37286,1.103537761,2.15023,local-mutate,1,4519.560687,1.336321972,2.643706664,1.25997222,42.30495646,115.2522291,0.05608294507,1,0.5418100118,-5.446714239e-07,0.1430443644,2,3
bfs_twitter,35,1.97404,0.9180599285,2.15023,rf-surrogate,1,3318.873255,1.359763011,3.003577454,1.461843713,43.08307605,68.83326523,0.02760887805,1,0.4317867806,-6.189429769e-07,0.1630856454,2,3
bfs_twitter,36,2.17175,1.010008232,2.15023,rf-surrogate,1,2948.472036,1.468063006,2.805388883,1.407713075,46.5386561,72.59288892,0.02906472144,1.194392084,0.4905199424,-4.549679469e-07,0.1468762734,1,2
bfs_twitter,37,2.01131,0.935392958,2.15023,rf-surrogate,1,3526.376483,1.047738503,2.085457301,1.487460221,33.34664083,75.40034,0.02441242547,1,0.487626354,-4.758707614e-07,0.1448457857,3,4
bfs_twitter,38,2.08016,0.9674127884,2.15023,rf-surrogate,1,3309.84123,1.195801549,3.118570233,1.470563789,40.88174989,51.81417748,0.03799707022,1,0.3560032233,-4.653303549e-07,0.1641678467,2,3
bfs_twitter,39,2.04336,0.9502983402,2.15023,rf-surrogate,1,3259.343626,1.216301066,2.158897205,1.516669788,33.81260718,54.47649491,0.01390080445,1,0.4745482103,-4.733405971e-07,0.1553333344,1,3
bfs_twitter,40,2.08198,0.9682592095,2.15023,rf-surrogate,1,3503.663981,0.9979132751,2.52281137,1.386488909,44.07974363,75.18748804,0.02280584302,1,0.7405798099,-9.361598481e-07,0.09412832409,2,3
bfs_twitter,41,2.01809,0.938546109,2.15023,rf-surrogate,1,3643.27157,1.22707807,2.220066368,1.234365354,26.53421822,89.76188017,0.027929045,1,0.4872290806,-7.136999761e-07,0.1272330814,3,4
bfs_twitter,42,2.07684,0.9658687675,2.15023,rf-surrogate,1,4296.635975,1.070304859,1.930443073,1.138641571,27.90135549,72.86419818,0.02660184628,1,0.5764828862,-5.509036245e-07,0.1356383293,1,4
bfs_twitter,43,2.12557,0.9885314594,2.15023,rf-surrogate,1,3483.443716,1.111573388,2.960863291,1.532246597,31.04278065,78.87364961,0.02367886649,1,0.544943976,-5.082004907e-07,0.1443674537,3,4
bfs_twitter,44,2.17092,1.009622226,2.15023,rf-surrogate,1,3951.779406,1.334737262,2.882417212,1.414934449,39.43126905,69.11657656,0.02593793509,1,0.52468868,-4.732996609e-07,0.1173811958,2,4
bfs_twitter,45,2.04908,0.9529585207,2.15023,rf-surrogate,1,4290.717103,0.9715506229,2.645874105,0.9741389736,43.61920938,77.04679167,0.02777501725,1,0.6154786253,-5.915668819e-07,0.1788908447,2,3
bfs_twitter,46,2.22781,1.036079861,2.15023,rf-surrogate,1,3624.869205,1.125187505,1.797672376,1.425241918,23.47816557,88.06712335,0.03792971578,1,0.4509530452,-1.957631024e-07,0.1763485017,1,3
bfs_twitter,47,2.12868,0.9899778163,2.15023,rf-surrogate,1,3805.3284,0.8807983186,2.430104609,1.230251218,32.24124542,61.80729104,0.02812832621,1,0.7407479845,-4.271118972e-07,0.1923582497,3,4
bfs_twitter,48,2.21024,1.027908642,2.15023,rf-surrogate,1,3334.163436,1.164634496,2.668506745,1.340621905,38.94475744,56.56449839,0.02473790795,1,0.5076772089,-2.445264878e-07,0.2131307185,3,4
bfs_twitter,49,2.02864,0.9434525609,2.15023,rf-surrogate,1,2778.850167,0.9945922449,2.461992937,1.05542948,53.89377248,77.49362407,0.02613853293,1.205041439,0.4333414811,-7.365904875e-07,0.1551725778,3,4
bfs_twitter,50,2.02756,0.942950289,2.15023,rf-surrogate,1,3146.056143,0.8656648668,2.516499484,1.501509692,40.73472344,79.62459515,0.0281122039,1,0.4543797995,-6.045712277e-07,0.1358027816,1,4
bfs_twitter,51,2.2146,1.029936332,2.15023,rf-surrogate,1,3605.468774,1.134647629,2.340516873,1.360090699,46.01637918,81.66548551,0.02818207495,1.204883965,0.760683538,-6.319181053e-07,0.1677858948,2,3
bfs_twitter,52,2.26078,1.051413105,2.15023,rf-surrogate,1,3088.540384,1.050713454,2.473474874,1.25946604,43.05833373,79.17844588,0.02420164631,1.284684085,0.3880668809,-4.891220586e-07,0.1457213157,3,4
bfs_twitter,53,2.09562,0.9746027169,2.15023,rf-surrogate,1,3336.757532,0.9494500214,3.516651894,1.53150056,37.03042597,75.40659692,0.03809820891,1,0.5277410056,-4.101214159e-07,0.1646350467,1,4
bfs_twitter,54,2.11715,0.9846155993,2.15023,rf-surrogate,1,3544.863209,1.305752242,1.650162445,1.450299642,38.7626262,53.94668992,0.04068244326,1.112614255,0.4737645694,-1.983638453e-07,0.1232659975,1,4
cc_twitter,1,1.95643,1,1.95643,seed,0,2800,1.4,2.5,2,30,48,0.14,2.5,1,0,0.2,2,3
cc_twitter,2,2.17444,1.111432558,1.95643,local-mutate,0,3464.486074,1.135113494,3.169658045,1.586643368,33.72454631,57.18284431,0.07950898409,1.776625492,0.9844614325,-2.089889094e-07,0.2222585519,1,3
cc_twitter,3,2.26869,1.159607039,1.95643,local-mutate,0,2416.994172,1.164359774,2.114457479,1.602950352,26.98527476,37.72310258,0.1008648414,2.592346899,1.227916926,-6.300823305e-08,0.1791490674,3,4
cc_twitter,4,2.14255,1.095132461,1.95643,local-mutate,0,1960.879423,1.629782422,1.677145974,2.024525623,26.10811677,50.76778831,0.1864189063,2.690834109,1.255148127,-1.621320065e-08,0.1858313613,3,4
cc_twitter,5,2.20756,1.128361352,1.95643,local-mutate,0,2542.263947,1.019406837,2.228558557,1.475935772,22.59366808,43.37199418,0.102378475,2.289238958,1.236825792,-1.085297275e-07,0.1408582185,2,3
cc_twitter,6,2.28043,1.165607765,1.95643,global-random,0,7489.824989,4.010631521,16.87711254,10.4872483,23.36717535,250.7865681,1.232737118,13.29099065,4.480860631,0.4072573668,0.809379871,4,5
cc_twitter,7,2.30241,1.176842514,1.95643,local-mutate,0,2474.494306,1.379306082,2.395644624,2.25299871,27.96151213,52.05606044,0.07486754108,2.869901873,0.9916339577,9.34162478e-08,0.2302973814,3,4
cc_twitter,8,2.15005,1.098965974,1.95643,global-random,0,3262.311458,0.4108315219,12.88800083,9.512887046,36.50080753,148.1351558,1.412802037,4.450363414,2.190073192,1.68810103,0.8293768129,2,3
cc_twitter,9,2.34741,1.199843593,1.95643,local-mutate,0,2556.288112,1.472586554,2.179957333,2.548776877,35.84531046,59.93464903,0.1053434988,2.480640037,0.8427535762,-1.327798442e-07,0.1701717661,3,4
cc_twitter,10,2.32451,1.188138599,1.95643,global-random,0,4538.768007,3.915351306,5.298127661,17.50672306,47.36689695,200.5173705,1.328116206,7.670423822,8.493265259,-0.3243045941,0.7814917028,1,3
cc_twitter,11,2.35395,1.203186416,1.95643,local-mutate,0,3355.411476,1.207250847,3.001677989,2.552849611,37.86104706,49.35959006,0.1376311893,1,1.160430093,7.351921297e-10,0.1873653119,2,3
cc_twitter,12,2.27492,1.162791411,1.95643,local-mutate,0,3772.311628,1.599755068,2.775912402,2.469202775,39.27366609,52.28500474,0.09172547513,2.077762944,0.6629335232,1.522412046e-07,0.1571941908,2,3
cc_twitter,13,2.42023,1.237064449,1.95643,global-random,0,4862.124681,3.648749829,10.56985422,8.064775056,53.33216688,246.9125219,1.451568023,3.895434986,0.4776242559,-0.5630070114,0.4274272138,1,3
cc_twitter,14,2.38626,1.21970119,1.95643,global-random,0,6552.422722,0.7450653513,8.55038034,6.30373785,27.24970569,74.41582391,1.525524458,3.860435723,1.319495576,0.8671647065,0.980847723,3,4
cc_twitter,15,2.24776,1.148908982,1.95643,local-mutate,0,2330.40794,1.438939388,1.179369473,1.682792204,30.50379331,54.45679277,0.1868066685,3.044814864,1.239414677,2.199362525e-08,0.1704361654,1,3
cc_twitter,16,1.97923,1.01165388,1.95643,local-mutate,0,2557.541249,1.666285235,2.015980465,2.665371073,25.38395503,40.08852674,0.1694593833,2.819769255,1.289737972,-6.292179861e-08,0.1759960334,3,4
